MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
12,10,8,5,9,7,10,3,6,5,4,4,6,5,8,4,6,6,5,3,0.7679
5,3,4,4,4,8,7,4,6,4,6,4,2,8,1,7,6,10,3,4,0.5959
7,6,8,4,6,7,6,7,5,2,7,6,5,6,8,1,3,8,8,8,0.6616
5,8,3,11,9,6,7,6,9,6,6,8,8,13,2,4,2,6,3,2,0.7577
12,6,7,4,8,5,10,4,6,6,11,6,9,4,5,8,4,7,4,10,0.7868
6,5,6,3,4,3,5,4,14,5,9,5,6,4,6,5,9,6,4,7,0.6452
3,6,4,6,9,7,5,6,6,7,6,3,7,4,1,7,3,3,4,2,0.5837
7,8,3,8,8,5,10,8,5,6,5,4,8,11,6,5,6,5,6,6,0.7591
8,8,6,3,6,8,7,4,3,3,4,9,5,5,6,4,6,3,7,3,0.6044
7,8,3,4,6,4,3,2,3,6,10,7,4,11,7,3,9,5,5,11,0.6805
9,6,6,6,5,5,5,7,5,4,5,8,5,11,11,10,2,3,6,8,0.7521
6,9,3,7,4,5,5,5,7,6,7,6,3,6,4,6,6,4,5,7,0.6591
7,3,10,10,4,6,8,6,6,5,1,8,8,6,5,5,6,1,3,8,0.6367
2,9,5,3,13,6,8,6,7,9,4,6,4,7,3,4,7,7,2,6,0.6684
5,8,5,4,8,4,4,4,7,7,4,7,7,9,3,4,9,5,4,6,0.6665
2,5,9,4,8,7,5,6,12,3,6,8,4,6,8,4,10,8,8,5,0.6473
6,3,1,5,5,4,6,10,6,5,6,14,7,9,10,7,5,6,8,7,0.6988
6,5,4,6,7,6,8,4,7,6,4,9,3,4,9,5,5,9,6,7,0.6474
4,3,4,2,8,4,5,4,2,6,5,10,1,6,7,7,7,4,2,7,0.5758
8,9,3,10,7,1,7,6,5,8,7,4,6,5,7,5,6,4,7,3,0.7074
8,4,14,10,6,4,7,7,8,9,4,6,6,5,9,7,3,8,6,8,0.7717
8,6,4,6,6,4,3,6,5,6,4,5,6,9,5,4,5,7,6,8,0.6898
7,5,7,7,9,11,6,11,6,9,11,8,6,5,8,7,7,6,11,7,0.8503
3,2,6,6,1,6,5,2,9,9,7,7,5,7,8,5,7,10,4,6,0.6102
2,7,3,7,4,10,6,6,8,11,5,7,7,5,8,4,7,10,3,11,0.6873
9,4,7,1,9,6,10,3,6,4,5,4,6,8,4,4,7,6,2,5,0.6204
4,7,3,7,3,4,8,3,4,3,7,7,4,8,11,7,2,9,6,12,0.6434
8,5,9,7,5,3,6,6,8,1,7,5,6,8,8,4,7,6,5,5,0.7256
5,4,3,4,12,5,6,7,4,3,8,6,6,5,9,2,6,8,4,5,0.6597
3,6,6,5,7,6,6,7,9,8,6,4,3,7,7,7,8,6,6,10,0.7271
7,5,4,6,7,6,4,10,9,6,8,7,8,4,6,7,6,4,9,10,0.7619
6,9,3,6,5,9,9,3,8,8,7,7,2,4,5,5,8,8,5,3,0.6724
5,1,9,9,8,4,6,9,9,8,10,5,5,6,5,7,6,8,7,8,0.7926
5,8,7,10,5,7,7,6,2,6,6,1,7,7,7,8,6,6,8,11,0.7446
11,6,4,7,3,4,6,5,8,12,2,7,3,9,8,4,6,8,4,6,0.7251
5,8,9,7,3,1,1,2,5,4,4,5,9,4,8,3,5,9,3,2,0.6022
7,5,6,7,7,4,8,7,6,11,5,5,13,2,8,4,4,5,7,5,0.7127
7,4,4,5,6,10,3,5,3,7,7,3,2,7,4,14,4,8,7,4,0.6624
6,8,6,6,8,7,6,2,3,5,11,8,2,9,9,7,7,10,8,5,0.762
5,3,6,8,5,10,7,12,4,5,11,3,8,6,8,10,6,9,2,4,0.7391
2,5,4,7,15,2,4,8,5,7,6,7,6,3,8,3,8,2,5,6,0.6491
6,5,8,4,7,2,8,8,6,7,2,5,9,6,4,6,6,2,2,7,0.6487
7,6,7,3,4,8,9,8,7,6,9,2,1,6,7,5,8,4,7,9,0.6656
5,4,8,5,7,11,7,7,6,5,4,1,2,8,8,5,7,8,4,6,0.6781
5,5,7,6,3,7,11,3,3,4,2,8,11,5,9,3,7,4,7,3,0.5929
3,7,4,5,3,6,9,6,10,10,6,7,8,10,7,5,4,8,4,4,0.6719
11,3,8,5,4,5,4,5,6,9,9,2,7,6,4,4,9,6,6,3,0.7172
2,9,6,4,3,2,2,7,9,3,9,8,6,10,3,12,9,5,1,6,0.6555
3,7,5,5,6,5,6,6,3,4,6,9,4,8,8,9,5,6,6,4,0.6507
6,7,3,7,5,9,4,7,7,9,4,8,9,7,5,8,8,4,5,6,0.725
5,8,5,2,2,5,4,9,4,4,7,10,4,9,6,8,5,4,6,6,0.5979
8,7,3,7,7,6,7,7,5,8,5,2,5,7,5,5,5,4,4,11,0.7164
3,6,6,10,6,3,5,4,7,6,3,4,6,8,7,9,10,8,2,4,0.6858
10,5,6,6,6,3,6,10,9,4,5,4,2,4,4,6,7,9,4,8,0.6991
8,3,5,6,9,4,2,9,8,9,10,6,8,12,6,6,5,7,5,9,0.8227
2,2,13,6,4,4,2,6,5,5,5,5,6,8,5,7,3,3,6,3,0.582
8,5,2,8,8,6,9,5,6,2,2,4,5,7,7,5,9,7,6,6,0.7255
3,7,5,8,10,8,5,8,9,1,5,6,7,6,9,6,9,5,6,4,0.7227
5,5,5,7,2,7,5,2,5,12,4,7,7,6,6,6,4,7,3,7,0.6202
5,11,4,9,2,4,9,9,9,4,5,5,4,4,8,7,9,5,3,5,0.646
6,5,11,10,2,9,8,5,3,3,7,4,3,7,6,4,3,8,5,4,0.6696
7,6,8,6,8,3,5,3,6,5,7,7,6,6,8,4,7,4,6,4,0.686
7,8,13,5,3,7,10,8,4,6,8,7,8,5,7,9,7,7,7,2,0.7154
7,8,10,2,8,5,3,6,6,5,6,2,9,9,5,3,8,7,8,10,0.7336
3,4,6,5,6,7,7,13,3,5,8,7,3,10,2,8,4,9,2,7,0.6751
6,6,6,8,8,8,7,6,4,3,7,6,6,9,5,8,7,3,8,4,0.7086
4,4,8,4,10,2,5,6,6,2,6,9,4,7,5,9,12,6,3,2,0.6565
5,5,8,9,6,8,5,7,5,6,4,7,4,11,8,10,9,6,9,9,0.8032
5,9,6,5,6,6,5,4,7,4,5,8,9,9,7,10,5,10,3,4,0.7245
6,5,10,9,4,13,6,8,5,5,4,4,4,6,3,2,7,4,5,3,0.6421
4,4,9,4,8,8,7,4,4,9,5,3,8,3,7,4,5,7,6,6,0.6753
6,2,4,8,1,4,4,7,6,6,7,5,4,6,7,6,4,9,5,11,0.644
6,10,9,3,5,6,5,6,8,5,7,9,5,3,5,6,3,3,7,8,0.6555
7,3,5,5,7,6,2,6,2,7,3,3,6,7,7,9,4,5,3,6,0.6499
5,7,7,5,9,6,5,5,6,2,5,6,3,5,5,4,7,1,4,6,0.6113
6,10,2,4,7,11,7,4,12,8,6,5,8,5,2,11,10,7,2,7,0.7516
6,9,6,8,7,4,7,5,5,3,6,2,7,4,7,10,5,3,4,7,0.6593
5,8,11,8,5,3,3,3,2,3,5,7,3,3,4,9,6,6,12,6,0.6654
8,7,10,7,5,14,5,6,3,13,2,3,8,4,5,8,7,3,6,6,0.736
4,3,6,10,6,6,5,9,4,5,8,10,6,6,6,2,6,6,7,10,0.6845
9,4,7,2,3,4,7,6,3,2,7,8,3,7,5,6,8,5,9,5,0.662
10,8,7,6,6,5,11,6,8,8,4,7,5,5,2,3,3,3,3,7,0.683
5,3,4,1,6,6,7,4,7,7,4,7,4,9,9,11,10,8,3,5,0.6595
2,6,6,8,4,8,8,7,5,8,6,5,5,5,6,5,6,5,7,7,0.6268
5,7,0,11,4,6,8,2,5,4,4,7,11,8,8,3,8,6,1,5,0.6682
5,2,6,4,7,3,5,2,5,8,5,8,4,6,4,6,8,10,5,10,0.6339
7,4,7,3,4,7,6,8,8,6,8,4,2,10,1,8,4,3,4,6,0.6572
4,4,7,4,6,13,3,4,5,7,8,5,6,7,10,5,3,6,6,4,0.6649
8,4,4,8,5,6,7,6,7,9,8,9,4,9,3,5,7,7,8,8,0.7747
8,5,4,3,6,6,8,4,6,4,6,5,6,7,5,7,5,10,8,3,0.6521
3,5,7,7,6,3,5,7,6,6,10,5,6,7,6,3,2,2,2,4,0.6028
7,4,9,7,6,6,7,10,8,4,6,13,10,8,5,7,7,3,4,9,0.7811
7,6,4,5,3,5,5,4,2,7,3,1,6,5,5,8,2,4,5,4,0.5561
7,5,6,6,4,3,6,7,6,8,6,6,6,3,3,3,7,6,6,6,0.6151
5,7,5,5,8,8,3,7,6,8,5,7,10,4,4,4,7,6,6,4,0.6865
2,5,7,5,8,4,10,5,6,8,8,3,3,7,10,9,2,5,5,9,0.6547
4,7,6,3,8,4,5,3,9,4,12,9,7,5,6,4,10,6,8,5,0.681
3,2,6,8,3,5,5,3,8,8,1,7,8,5,2,9,10,1,6,6,0.5712
5,5,6,9,10,5,9,9,7,6,4,6,0,8,2,6,3,3,11,7,0.7266
6,11,6,11,9,3,3,10,3,9,6,7,8,6,5,5,4,6,5,11,0.8152
6,8,9,7,10,2,6,3,6,6,6,9,5,8,8,9,6,9,7,4,0.7402
5,4,4,3,9,8,3,9,3,9,1,9,3,6,12,4,6,6,8,8,0.66
5,4,5,8,5,12,6,7,7,1,3,8,7,10,0,5,5,5,5,7,0.6557
6,5,5,4,3,7,5,4,6,6,8,4,4,9,7,4,5,8,7,3,0.6101
10,4,1,9,5,0,8,2,8,5,7,4,10,7,10,4,6,5,6,5,0.6995
6,9,6,5,4,10,3,7,9,6,7,6,8,2,6,8,3,7,8,7,0.7133
8,2,9,10,4,2,4,10,3,8,9,6,7,6,9,12,7,5,9,4,0.7876
3,2,5,6,6,5,3,5,4,7,8,4,5,5,7,5,7,3,7,8,0.603
8,6,2,8,7,5,6,4,10,5,5,12,4,2,6,7,7,7,7,4,0.7
12,5,6,7,8,6,5,5,6,6,5,5,3,6,3,6,4,5,5,8,0.7459
3,4,6,7,3,2,9,2,4,7,5,8,6,5,5,3,9,7,5,9,0.5956
7,5,4,5,6,7,8,5,7,8,8,4,8,6,9,2,7,9,8,7,0.7264
7,8,6,5,6,4,8,3,7,5,6,4,6,6,3,7,3,10,4,7,0.658
6,7,8,4,4,5,4,6,12,6,3,6,5,5,7,6,9,6,3,8,0.6911
2,7,6,7,6,5,5,4,6,6,9,8,6,3,4,4,7,4,4,6,0.5862
3,5,8,6,6,9,7,7,7,9,4,4,8,6,7,6,9,5,3,7,0.7139
6,6,11,4,4,5,7,4,7,8,5,5,12,5,4,1,2,6,10,10,0.6735
5,6,6,5,1,9,5,4,8,6,3,14,6,8,12,4,3,7,6,7,0.6778
2,6,4,3,7,3,3,5,12,5,6,12,9,5,5,3,7,7,4,6,0.5959
6,8,6,4,4,9,7,10,8,10,4,3,4,5,6,6,11,12,8,2,0.7284
5,4,5,5,5,8,4,6,9,5,8,5,4,7,6,6,5,7,6,6,0.665
4,3,4,5,6,4,7,9,5,10,5,7,9,9,8,3,3,8,10,4,0.6717
8,8,3,4,9,3,6,7,8,3,6,8,7,9,2,6,10,11,3,5,0.7193
4,6,5,10,8,4,6,11,7,6,3,3,5,3,3,8,7,6,5,5,0.658
4,4,7,4,13,3,3,5,9,4,8,7,6,10,5,5,8,8,5,8,0.7435
5,6,3,9,5,8,8,7,6,3,8,3,4,1,1,4,5,4,7,5,0.5549
12,3,8,6,5,7,5,6,5,4,2,6,8,9,9,6,7,7,3,3,0.7517
5,7,5,6,7,7,3,9,4,1,8,11,1,9,9,6,4,6,6,3,0.6627
5,3,6,4,7,7,10,9,3,3,10,5,9,3,9,7,7,6,8,4,0.6641
4,7,8,3,5,4,5,6,5,8,2,11,5,7,6,6,6,7,3,4,0.6027
3,6,8,5,2,6,11,5,3,3,7,5,7,4,0,9,7,6,4,14,0.607
10,7,2,6,7,6,3,7,4,4,4,6,7,5,7,6,7,0,9,10,0.7319
7,5,3,6,7,2,4,13,3,5,0,6,6,5,13,5,5,5,8,8,0.6824
2,8,7,7,4,7,3,4,7,3,1,6,10,5,4,4,8,8,6,8,0.6128
8,2,2,4,6,7,4,8,3,9,8,5,5,9,7,8,3,6,7,3,0.699
1,7,6,8,1,4,3,8,2,8,6,6,8,5,6,7,4,3,3,6,0.5349
5,6,7,11,6,2,6,9,7,6,7,4,3,3,8,2,3,10,7,10,0.6758
5,8,8,5,6,11,3,5,3,4,5,7,8,5,4,13,5,1,8,9,0.6867
4,6,5,2,4,3,6,4,2,5,9,6,10,4,6,5,6,8,4,4,0.5641
4,8,7,3,4,5,6,5,3,5,5,4,4,6,6,5,3,8,8,5,0.5815
7,7,5,6,2,5,2,7,4,8,2,5,6,5,3,9,8,2,5,3,0.6163
6,4,4,9,8,1,4,3,4,9,5,3,5,8,7,5,4,4,7,5,0.6496
4,5,4,10,5,7,6,5,6,5,3,4,11,4,10,6,2,10,5,10,0.6759
4,5,7,4,7,2,4,3,6,8,6,4,5,5,5,11,11,5,4,7,0.6441
4,4,10,7,7,7,10,5,6,2,9,10,8,3,9,7,6,4,5,5,0.6841
6,7,8,1,12,5,3,5,6,6,4,7,5,6,7,10,6,6,4,6,0.6951
6,5,8,4,9,8,3,4,11,7,9,4,5,2,6,4,3,7,7,4,0.6795
7,5,4,3,5,9,2,6,6,7,5,5,4,7,5,7,7,6,9,2,0.667
8,3,6,9,3,5,6,7,3,4,5,9,1,5,11,6,3,8,6,4,0.6601
7,4,4,2,6,8,8,11,6,9,5,6,9,8,6,9,8,4,3,5,0.7352
10,11,3,5,5,9,9,10,6,8,7,7,5,8,9,5,3,4,8,4,0.7675
8,8,7,4,6,8,4,5,6,4,4,3,6,5,10,5,3,5,7,11,0.6713
7,6,7,3,2,6,6,8,7,1,7,9,6,4,7,4,3,8,9,2,0.6017
9,12,6,3,5,8,3,6,8,4,9,3,5,7,3,8,5,3,6,8,0.742
7,12,4,4,5,6,6,3,5,8,6,4,5,5,3,4,3,7,5,14,0.6568
7,2,10,9,9,8,3,8,9,2,5,9,11,7,1,3,2,8,7,7,0.7442
5,2,4,4,5,1,4,3,3,6,5,6,1,3,4,3,5,6,5,7,0.481
6,3,10,7,8,5,7,6,13,5,8,4,6,12,10,7,5,6,5,5,0.8165
5,3,3,7,9,10,9,7,3,9,9,6,6,6,3,6,14,4,1,2,0.6848
6,3,8,9,9,5,9,2,4,8,7,10,6,6,4,7,6,4,3,7,0.7039
8,8,6,5,8,6,10,3,7,4,8,4,8,4,9,7,6,6,8,8,0.7251
5,2,5,7,7,3,11,6,3,4,4,8,8,5,5,6,5,9,6,5,0.6253
3,9,4,8,9,2,4,8,6,4,7,8,5,2,7,6,6,6,7,4,0.6055
8,10,4,8,6,6,7,7,8,6,6,6,4,7,8,7,4,4,8,8,0.7558
8,5,3,6,5,6,6,4,6,5,9,5,11,5,3,2,6,5,5,7,0.6661
10,5,8,5,3,9,4,4,9,4,6,6,3,4,6,2,6,5,6,7,0.6567
5,5,8,9,6,8,6,5,5,10,4,4,9,6,3,7,5,5,10,3,0.7244
4,4,11,6,8,9,4,6,7,5,4,8,8,8,9,5,9,4,7,3,0.7363
6,10,4,3,6,4,4,8,6,7,1,8,4,4,8,12,1,8,7,7,0.6638
9,9,1,5,6,7,10,4,4,4,4,8,3,7,9,5,7,9,4,5,0.6922
6,4,6,5,5,13,5,4,4,3,5,7,6,3,10,4,8,8,8,7,0.6652
5,6,4,6,4,7,4,9,10,12,8,4,9,5,6,3,8,6,13,4,0.7211
5,7,9,6,8,5,7,6,6,9,8,5,8,8,8,9,7,4,7,9,0.7833
7,6,6,8,6,1,5,5,6,7,3,10,11,3,6,6,2,9,9,9,0.7006
6,7,5,5,9,7,6,6,8,4,6,1,6,3,9,14,7,5,3,6,0.6946
7,2,9,5,4,7,8,7,3,11,9,7,9,3,2,4,6,2,8,7,0.6475
4,9,4,6,9,7,7,5,5,7,2,9,3,4,10,10,1,9,2,6,0.6629
8,10,1,10,7,4,6,5,8,4,7,11,8,3,5,4,8,6,6,6,0.719
5,5,7,4,2,3,8,5,7,8,4,6,2,7,6,5,7,7,5,4,0.6086
3,9,1,4,5,6,8,5,4,6,3,1,7,7,5,7,5,6,2,8,0.5456
6,4,3,7,4,8,6,7,10,9,9,10,6,4,8,8,6,3,8,5,0.6985
5,1,6,4,8,7,2,9,3,8,7,4,3,4,3,2,4,9,13,5,0.6442
9,2,4,4,8,10,4,5,8,6,12,9,6,9,3,7,5,4,4,1,0.7319
6,6,5,6,7,6,7,6,7,2,11,6,15,5,11,3,4,8,5,4,0.7283
9,6,7,7,5,6,6,9,1,6,5,6,7,11,1,5,10,12,10,5,0.7743
4,7,8,6,11,8,4,10,6,4,5,10,4,4,11,7,1,4,5,3,0.6406
5,4,7,5,5,6,6,5,6,6,6,5,4,5,2,3,2,6,6,7,0.5648
7,8,10,6,4,10,9,5,0,6,1,11,5,3,8,5,7,7,3,6,0.698
6,4,6,6,9,8,5,4,5,3,6,10,2,8,6,4,7,10,3,6,0.7064
2,6,4,9,3,4,7,3,5,2,3,7,7,5,3,4,6,4,7,5,0.5343
9,4,7,7,5,4,5,4,8,4,9,8,6,9,3,5,3,3,1,8,0.6996
9,8,4,7,5,3,5,6,6,6,4,4,9,7,8,8,5,7,5,4,0.7179
6,6,4,3,6,7,11,13,9,5,6,10,2,5,4,4,7,4,9,9,0.6798
5,9,4,8,8,11,7,7,5,9,5,6,2,5,2,6,4,8,6,2,0.6822
4,5,5,8,0,5,6,3,6,4,9,8,10,4,4,6,8,7,6,4,0.5936
9,6,5,3,5,5,5,5,4,5,4,5,5,8,2,4,2,7,11,7,0.64
8,10,4,2,6,4,7,5,6,4,5,3,5,6,7,4,5,5,3,13,0.6602
8,7,4,5,7,5,7,8,9,7,4,8,6,7,6,5,5,7,6,6,0.7354
7,5,2,3,7,8,5,6,7,3,5,3,1,4,3,5,7,8,4,6,0.6195
8,6,9,4,10,12,5,10,2,10,2,7,5,5,6,5,6,6,9,5,0.7781
4,9,11,3,8,5,5,7,8,5,9,8,5,4,4,7,3,11,10,8,0.7114
6,7,10,4,5,5,6,6,4,4,2,4,7,7,3,5,2,8,6,7,0.6304
3,7,9,4,7,13,8,4,5,2,5,8,2,3,4,2,7,2,4,6,0.5658
4,6,7,6,8,6,3,9,5,5,1,3,6,3,5,6,9,4,7,6,0.6537
5,8,7,4,9,7,4,10,9,5,1,5,2,4,9,9,6,6,5,6,0.6904
7,2,7,10,7,7,9,6,7,5,6,3,6,7,3,8,10,7,6,6,0.7451
8,3,4,1,1,4,4,4,6,4,6,6,6,8,11,7,8,3,5,5,0.6154
7,1,8,6,5,6,0,9,7,8,7,3,8,5,10,10,6,7,7,6,0.7517
7,4,6,7,4,7,6,6,5,4,6,5,4,8,4,6,3,9,5,10,0.6872
8,8,7,4,6,3,8,4,8,8,8,2,5,2,8,5,8,4,7,7,0.6939
7,6,6,3,5,9,7,6,4,4,4,4,8,8,5,5,6,1,7,4,0.6344
7,4,7,4,4,7,10,8,2,8,7,9,10,10,3,4,4,6,5,2,0.6829
3,11,9,1,5,1,3,7,9,9,6,10,8,9,5,3,4,8,6,3,0.6325
8,4,4,5,7,8,6,7,8,8,11,9,7,2,8,5,5,4,10,4,0.7223
2,9,9,8,11,6,5,5,6,3,6,8,9,5,4,5,7,3,6,6,0.679
6,6,5,7,4,2,4,1,7,5,0,4,10,8,4,12,9,7,6,6,0.6756
6,6,6,4,5,7,8,7,7,9,7,3,8,9,7,10,7,4,4,5,0.7137
3,4,5,6,2,5,7,6,4,7,7,5,4,4,2,6,12,2,2,13,0.575
7,8,6,7,7,5,3,6,5,4,2,9,8,8,5,6,6,9,6,5,0.7057
6,2,5,2,8,7,5,9,4,2,6,6,9,3,4,5,3,6,3,6,0.5687
6,5,7,5,2,5,9,5,4,6,8,10,13,9,7,2,8,5,1,9,0.6861
3,6,6,7,4,6,10,5,3,6,12,2,4,8,5,3,5,9,3,5,0.644
7,7,6,7,4,2,3,1,5,9,7,7,2,3,6,4,6,3,7,4,0.5864
7,6,7,7,5,6,3,6,5,5,6,2,3,3,5,9,5,7,4,5,0.635
8,5,11,6,3,2,5,8,6,5,7,4,5,4,8,7,5,5,7,6,0.6931
10,4,5,7,6,4,6,11,6,6,3,7,5,4,2,2,4,2,6,6,0.6428
9,8,10,7,8,7,5,7,3,6,2,6,8,5,5,5,8,2,2,9,0.7325
2,7,4,6,5,5,5,4,5,6,2,5,4,7,5,5,9,8,8,7,0.6263
5,2,12,2,3,4,9,6,3,5,4,7,5,3,5,7,5,8,9,9,0.6079
4,10,10,5,8,4,5,7,7,8,6,7,4,4,11,7,4,6,2,5,0.6787
9,1,7,5,10,8,3,6,9,9,8,4,5,5,12,5,6,4,4,9,0.8035
3,5,9,5,5,7,4,9,7,6,6,5,3,7,5,4,9,6,8,4,0.6373
4,7,6,8,2,6,9,11,5,4,9,4,5,2,5,8,3,5,3,6,0.5654
1,4,7,9,6,4,9,8,6,6,5,13,6,5,7,7,4,2,5,6,0.642
5,4,6,4,2,9,2,6,8,3,9,4,11,7,6,2,4,5,8,5,0.6356
3,8,8,4,4,4,6,9,5,6,6,7,5,10,5,6,7,9,5,8,0.6696
8,8,3,6,5,4,2,5,5,4,7,5,3,5,8,6,8,4,8,9,0.6665
7,4,4,4,6,4,7,4,5,6,7,5,5,8,7,6,2,4,5,8,0.64
9,2,4,8,5,6,5,3,2,10,4,4,6,5,4,7,6,6,3,6,0.6254
9,9,6,5,5,8,7,0,9,6,9,7,8,3,9,8,7,12,9,7,0.7383
9,5,8,10,8,5,8,9,9,4,8,5,3,2,8,5,7,6,5,6,0.7397
5,3,6,4,3,4,5,3,3,3,11,7,4,6,8,5,3,6,4,8,0.5584
11,8,4,3,7,3,5,6,7,2,5,4,5,6,5,3,5,3,3,6,0.6564
5,5,6,8,10,6,7,4,4,6,9,5,10,6,5,6,8,6,7,3,0.7069
9,9,6,5,4,10,7,6,2,2,9,6,6,4,5,1,7,4,5,6,0.6681
5,4,5,9,6,4,8,6,5,4,8,7,6,5,2,4,8,11,11,7,0.7124
3,7,1,6,3,2,10,3,8,8,2,7,7,6,3,5,7,11,9,7,0.5955
6,4,8,7,6,6,11,9,8,7,8,5,3,7,6,7,5,4,9,6,0.7329
4,9,5,5,10,6,5,6,3,7,7,6,3,3,10,4,3,5,3,13,0.6779
9,4,7,6,4,7,4,8,4,5,5,3,8,5,8,3,10,2,5,8,0.682
6,4,7,9,6,5,4,7,4,5,3,8,9,8,3,5,5,5,8,4,0.6715
5,8,8,5,6,8,6,7,5,6,8,4,4,4,6,5,6,5,7,6,0.6636
4,4,6,4,3,7,8,5,4,4,8,11,6,3,4,4,5,7,7,3,0.5588
6,11,5,2,6,5,3,5,6,5,4,7,7,3,7,4,4,8,7,4,0.6335
5,7,9,8,10,8,13,5,5,7,9,6,3,5,5,4,3,6,5,6,0.7337
8,2,4,6,5,9,5,4,2,6,7,10,11,7,3,3,12,8,3,8,0.676
7,6,8,6,8,2,4,6,6,5,8,2,5,2,5,9,4,2,6,6,0.6679
7,6,8,2,7,8,6,7,6,5,2,11,5,13,6,2,5,7,6,9,0.7162
7,10,4,6,6,3,6,7,1,7,8,7,8,10,8,6,4,12,5,5,0.75
8,5,8,7,7,4,8,6,3,5,2,8,5,6,6,4,7,4,5,9,0.7144
7,7,7,7,3,4,4,8,5,7,3,7,4,5,5,7,2,6,3,3,0.5911
4,4,5,6,4,6,8,5,7,5,4,11,9,4,5,5,5,4,5,8,0.6097
7,4,3,8,2,5,6,6,6,7,8,10,7,6,7,6,5,9,3,8,0.668
2,7,3,9,4,3,8,4,5,5,9,7,4,1,6,7,3,11,6,6,0.5552
6,8,9,6,4,8,6,7,9,1,4,6,8,3,1,7,6,5,9,6,0.6854
5,1,3,7,4,8,2,4,5,6,2,5,5,7,5,6,4,2,5,6,0.5723
3,6,10,8,5,6,8,5,10,4,5,4,3,7,5,7,5,12,4,7,0.6711
4,5,7,6,10,7,7,5,8,4,8,4,5,8,9,4,4,6,5,7,0.7126
10,4,7,5,3,6,5,4,13,4,11,8,9,5,6,8,6,3,5,6,0.726
7,5,3,5,4,9,7,5,5,7,4,5,7,3,3,7,11,11,8,5,0.6574
4,1,6,9,5,5,4,8,7,3,4,5,5,7,4,7,8,1,6,5,0.6308
7,4,5,6,4,4,9,6,8,3,4,9,5,8,7,8,2,6,6,7,0.6403
2,4,8,3,10,5,6,7,6,7,4,6,4,8,7,9,5,8,4,9,0.6765
6,12,3,10,5,8,5,11,8,7,2,5,4,6,6,7,4,6,3,8,0.7014
3,5,4,5,4,8,7,1,5,4,7,7,8,4,1,3,9,6,3,4,0.5424
2,11,6,4,6,2,4,5,5,5,7,3,5,5,3,7,5,6,6,7,0.5852
3,4,5,4,5,6,4,10,6,5,7,3,11,6,3,9,5,6,9,7,0.6634
6,11,4,3,3,8,8,7,7,5,7,3,7,8,9,2,5,5,5,4,0.6361
6,9,6,8,4,5,3,3,6,7,4,11,2,7,7,11,3,10,2,7,0.7001
6,7,8,9,4,5,7,10,5,7,9,7,6,3,8,6,4,4,6,3,0.6825
9,2,8,3,3,6,1,13,5,6,7,8,7,5,7,6,4,4,6,1,0.6939
4,6,7,5,5,1,4,4,5,10,9,3,1,1,9,10,10,3,5,4,0.5959
2,7,8,8,7,4,5,3,7,10,8,13,3,9,8,4,2,4,5,7,0.6871
7,4,10,7,7,9,7,7,4,10,2,5,3,7,6,3,3,7,4,9,0.7146
4,5,6,8,5,6,6,3,5,5,7,6,7,3,6,2,9,7,4,5,0.6068
4,6,6,6,7,1,8,6,3,3,9,3,5,5,3,8,6,7,6,11,0.6673
5,8,7,3,4,6,9,5,2,10,5,5,3,7,10,11,8,4,7,10,0.6878
6,5,10,6,3,10,7,4,1,5,5,5,9,9,9,10,3,7,4,9,0.7208
7,7,4,2,7,3,5,10,10,3,2,4,5,7,6,4,5,12,5,3,0.6421
7,10,10,7,5,6,5,8,6,6,5,5,6,8,4,6,3,4,8,6,0.7076
7,5,9,11,6,2,8,1,9,6,6,4,8,8,8,7,3,3,7,11,0.7432
6,3,9,7,3,8,7,8,6,6,8,6,9,4,8,6,7,5,11,7,0.7252
6,3,12,4,11,4,10,7,6,4,7,5,11,11,7,3,7,5,8,7,0.7652
5,5,5,5,7,5,6,5,5,5,7,9,10,4,4,7,5,4,7,4,0.6214
7,4,9,7,3,6,5,4,9,4,10,10,7,10,4,7,4,7,8,9,0.777
2,4,6,8,4,2,2,4,6,4,7,7,7,10,5,7,4,7,6,4,0.6166
5,5,9,3,6,5,9,5,6,10,8,7,7,8,4,6,5,8,5,4,0.6442
8,9,6,5,5,7,9,4,5,9,8,9,4,4,12,4,7,6,4,5,0.7065
7,5,4,11,6,4,4,10,7,5,3,9,11,5,7,6,5,6,4,6,0.7054
4,3,6,7,6,2,4,5,8,4,4,7,4,0,5,5,4,6,4,6,0.5322
6,11,5,9,7,8,4,4,9,3,4,5,5,5,5,6,5,7,5,5,0.6995
4,16,7,3,3,10,6,2,5,2,5,6,4,6,10,2,5,4,7,5,0.6097
8,6,4,6,11,11,5,4,4,7,3,7,6,8,3,12,4,3,8,7,0.7768
3,11,8,4,10,12,4,9,8,12,3,8,1,7,4,8,3,6,5,6,0.7394
12,6,6,3,7,5,7,5,8,6,4,3,8,5,3,10,5,5,8,3,0.7188
8,9,7,4,9,9,6,7,9,6,8,8,4,9,5,6,7,6,4,1,0.7748
9,12,5,8,8,4,7,7,4,7,4,6,2,5,9,4,8,6,7,6,0.7636
7,7,7,7,5,4,8,6,5,5,9,10,8,10,3,2,4,8,4,5,0.7084
